system_id,master_seed,anomaly_class,label_has_flares,label_has_transit,star_mass,star_teff,star_logg,flare_amplitude,transit_period,transit_radius_earth,drift
sys_1000,3003143,1,1,0,0.9046875,4068.778314029775,3.9003780073724297,13328.959945799283,0.0,0.0,max
sys_1001,8327555,0,0,0,1.1765625,5831.551123582306,4.2384297608653805,0.0,0.0,0.0,high
sys_1002,3998883,1,1,0,1.0640625,6283.9842478773,4.255999457412077,14582.203510231664,0.0,0.0,high
sys_1003,4065351,3,1,1,1.10625,6062.403848438219,4.425149073996249,2874.90890052655,9.6209516586511,1.8634364944482444,high
sys_1004,9718498,1,1,0,0.94921875,5750.244611114628,4.553445538088529,13462.754757833387,0.0,0.0,max
sys_1005,7359024,0,0,0,1.10390625,6208.690590264817,4.413214656428997,0.0,0.0,0.0,low
sys_1006,3935606,2,0,1,0.99609375,5796.619586009568,4.506698682153525,0.0,4.959442201100147,0.6397272931929556,low
sys_1007,1284633,2,0,1,1.14140625,6065.082684251316,4.443434982391373,0.0,9.736221504488588,0.8849056717187543,medium
sys_1008,7146490,0,0,0,1.1847656249999998,6361.02788696532,4.3039783551455555,0.0,0.0,0.0,medium
sys_1009,1670794,2,0,1,1.06640625,5998.974109720171,4.376421865171161,0.0,22.43871883301943,1.112152031225162,max
sys_1010,9480480,0,0,0,0.92109375,5730.653250913146,4.446490757323024,0.0,0.0,0.0,medium
sys_1011,3801350,0,0,0,0.90234375,5441.960069176339,4.5595621674560975,0.0,0.0,0.0,medium
sys_1012,9002006,3,1,1,0.9375,5363.500679393498,4.560911954272891,16285.073711559407,39.36779055758643,1.8923870635278968,low
sys_1013,2023326,3,1,1,0.92578125,5541.911795708594,4.475913790443966,2424.070039391903,3.6668586767982774,3.320188920554016,max
sys_1014,1222883,0,0,0,1.0453125,5994.934192031269,4.463849410733259,0.0,0.0,0.0,medium
sys_1015,7446560,1,1,0,1.1859375,6460.480723121853,4.2226214531021835,2189.354869185569,0.0,0.0,low
sys_1016,5792751,2,0,1,1.1015625,5911.290279871377,4.273620369369964,0.0,18.43329138622088,0.4827486414879427,high
sys_1017,9985795,3,1,1,0.92109375,4618.30157568745,4.388462962870023,678.9330703291207,17.16506528177425,1.0789542192968822,medium
sys_1018,2032786,3,1,1,0.9375,5393.787302263813,4.547438005152912,804.8435984646534,72.47953381580284,0.41299288897051956,high
sys_1019,4709069,2,0,1,1.0171875,5978.155380703925,4.4650714530028806,0.0,30.961208758177882,0.7960543064468285,high
sys_1020,6841643,1,1,0,1.194140625,6580.046433935303,4.238170495887791,4206.153850854845,0.0,0.0,low
sys_1021,7553672,0,0,0,1.034765625,5820.224156432533,4.470185912933331,0.0,0.0,0.0,medium
sys_1022,1830027,2,0,1,0.9070312500000001,5546.998374022547,4.497192490466718,0.0,6.085813150162488,1.87592890563822,low
sys_1023,9470219,1,1,0,0.95859375,5563.190814429876,4.546850539988123,2404.205692435921,0.0,0.0,low
sys_1024,2008907,1,1,0,1.0734375,6004.846534717646,4.406390429961572,560.9579845737127,0.0,0.0,low
sys_1025,9784159,3,1,1,1.147265625,6198.156641734019,4.2173031920041035,794.6734748811922,79.27458647188305,2.0465609142474963,max
sys_1026,2248736,3,1,1,1.07109375,4742.4417064407835,4.306542931206872,17246.405011839324,2.1220727007533378,8.385933394795135,medium
sys_1027,4459068,1,1,0,0.9609375,4563.98468240662,4.369623686001631,6021.427455336796,0.0,0.0,high
sys_1028,6811374,1,1,0,1.1015625,5779.110290501443,4.490771023755894,587.6029179485869,0.0,0.0,low
sys_1029,7869575,3,1,1,0.9609375,5712.672251758609,4.45374371523658,7833.461814638898,62.42431051541781,2.9928486077201613,max
sys_1030,7495116,3,1,1,1.1296875,6305.0115028542305,4.17561052506459,8002.145546128578,14.955972285288277,2.411594090979176,medium
sys_1031,4551143,0,0,0,0.9070312500000001,5497.903749795522,4.5247157411555765,0.0,0.0,0.0,high
sys_1032,4194046,2,0,1,1.081640625,6009.786549323694,4.4742879050299855,0.0,77.24208225649377,0.4002881737360458,high
sys_1033,1246972,3,1,1,1.10625,6087.829773118605,4.231730996329084,4707.784091984943,7.740770219119968,0.7121010640590334,low
sys_1034,7837939,1,1,0,1.1203125,6274.66468956437,4.222995308298409,1467.534132030612,0.0,0.0,medium
sys_1035,7299503,1,1,0,0.95625,4262.03547470106,3.955998274481038,9442.189915277675,0.0,0.0,high
sys_1036,6882926,2,0,1,1.091015625,4996.897042639828,4.331764582074372,0.0,65.60143754554468,17.314701158216938,max
sys_1037,6915533,0,0,0,0.92578125,5611.117030052984,4.412255614156132,0.0,0.0,0.0,low
sys_1038,8240206,1,1,0,0.9046875,5544.292229529016,4.386723854785243,13639.026967382797,0.0,0.0,medium
sys_1039,1737069,1,1,0,1.1859375,6456.551327371787,4.219977666218879,931.3649687856378,0.0,0.0,low
sys_1040,7489846,3,1,1,1.1765625,6190.526505944695,4.214812469106697,13600.764955930643,21.81329926845323,1.250646118615753,low
sys_1041,8032328,1,1,0,1.03125,6166.599963217129,4.371736611478081,1688.9469801219263,0.0,0.0,high
sys_1042,8326273,0,0,0,1.1953125,6525.812359796098,4.2593908774943365,0.0,0.0,0.0,max
sys_1043,1449025,1,1,0,1.18828125,6153.802522254254,4.249898921506608,9729.438992416044,0.0,0.0,high
